depots -e <#depots> -i <#distributors> -t <#trucks> -p <#pallets> -h <#hoists> -c <#crates> [-s <random_seed>]
p43.pddl, 3, 2, 2, 2, 12, 4, 2
p44.pddl, 3, 2, 2, 2, 13, 4, 1
p45.pddl, 3, 2, 2, 2, 13, 4, 2
p46.pddl, 3, 2, 2, 2, 14, 4, 1
p47.pddl, 3, 2, 2, 2, 14, 4, 2
p48.pddl, 3, 2, 2, 2, 3, 5, 1
p49.pddl, 3, 2, 2, 2, 3, 5, 2
p50.pddl, 3, 2, 2, 2, 4, 5, 1
p51.pddl, 3, 2, 2, 2, 4, 5, 2
p52.pddl, 3, 2, 2, 2, 5, 5, 1
p53.pddl, 3, 2, 2, 2, 5, 5, 2
p54.pddl, 3, 2, 2, 2, 6, 5, 1
p55.pddl, 3, 2, 2, 2, 6, 5, 2
p56.pddl, 3, 2, 2, 2, 7, 5, 1
p57.pddl, 3, 2, 2, 2, 7, 5, 2
p58.pddl, 3, 2, 2, 2, 8, 5, 1
p59.pddl, 3, 2, 2, 2, 8, 5, 2
p60.pddl, 3, 2, 2, 2, 9, 5, 1
p61.pddl, 3, 2, 2, 2, 9, 5, 2
p62.pddl, 3, 2, 2, 2, 10, 5, 1
p63.pddl, 3, 2, 2, 2, 10, 5, 2
p64.pddl, 3, 2, 2, 2, 11, 5, 1
p65.pddl, 3, 2, 2, 2, 11, 5, 2
p66.pddl, 3, 2, 2, 2, 12, 5, 1
p67.pddl, 3, 2, 2, 2, 12, 5, 2
p68.pddl, 3, 2, 2, 2, 13, 5, 1
p69.pddl, 3, 2, 2, 2, 13, 5, 2
p70.pddl, 3, 2, 2, 2, 14, 5, 1
p71.pddl, 3, 2, 2, 2, 14, 5, 2
p72.pddl, 3, 2, 2, 2, 3, 6, 1
p73.pddl, 3, 2, 2, 2, 3, 6, 2
p74.pddl, 3, 2, 2, 2, 4, 6, 1
p75.pddl, 3, 2, 2, 2, 4, 6, 2
p76.pddl, 3, 2, 2, 2, 5, 6, 1
p77.pddl, 3, 2, 2, 2, 5, 6, 2
p78.pddl, 3, 2, 2, 2, 6, 6, 1
p79.pddl, 3, 2, 2, 2, 6, 6, 2
p80.pddl, 3, 2, 2, 2, 7, 6, 1
p81.pddl, 3, 2, 2, 2, 7, 6, 2
p82.pddl, 3, 2, 2, 2, 8, 6, 1
p83.pddl, 3, 2, 2, 2, 8, 6, 2
p84.pddl, 3, 2, 2, 2, 9, 6, 1
p85.pddl, 3, 2, 2, 2, 9, 6, 2
p86.pddl, 3, 2, 2, 2, 10, 6, 1
p87.pddl, 3, 2, 2, 2, 10, 6, 2
p88.pddl, 3, 2, 2, 2, 11, 6, 1
p89.pddl, 3, 2, 2, 2, 11, 6, 2
p90.pddl, 3, 2, 2, 2, 12, 6, 1
p91.pddl, 3, 2, 2, 2, 12, 6, 2
p92.pddl, 3, 2, 2, 2, 13, 6, 1
p93.pddl, 3, 2, 2, 2, 13, 6, 2
p94.pddl, 3, 2, 2, 2, 14, 6, 1
p95.pddl, 3, 2, 2, 2, 14, 6, 2
p96.pddl, 3, 2, 2, 2, 3, 7, 1
p97.pddl, 3, 2, 2, 2, 3, 7, 2
p98.pddl, 3, 2, 2, 2, 4, 7, 1
p99.pddl, 3, 2, 2, 2, 4, 7, 2
p100.pddl, 3, 2, 2, 2, 5, 7, 1
p101.pddl, 3, 2, 2, 2, 5, 7, 2
p102.pddl, 3, 2, 2, 2, 6, 7, 1
p103.pddl, 3, 2, 2, 2, 6, 7, 2
p104.pddl, 3, 2, 2, 2, 7, 7, 1
p105.pddl, 3, 2, 2, 2, 7, 7, 2
p106.pddl, 3, 2, 2, 2, 8, 7, 1
p107.pddl, 3, 2, 2, 2, 8, 7, 2
p108.pddl, 3, 2, 2, 2, 9, 7, 1
p109.pddl, 3, 2, 2, 2, 9, 7, 2
p110.pddl, 3, 2, 2, 2, 10, 7, 1
p111.pddl, 3, 2, 2, 2, 10, 7, 2
p112.pddl, 3, 2, 2, 2, 11, 7, 1
p113.pddl, 3, 2, 2, 2, 11, 7, 2
p114.pddl, 3, 2, 2, 2, 12, 7, 1
p115.pddl, 3, 2, 2, 2, 12, 7, 2
p116.pddl, 3, 2, 2, 2, 13, 7, 1
p117.pddl, 3, 2, 2, 2, 13, 7, 2
p118.pddl, 3, 2, 2, 2, 14, 7, 1
p119.pddl, 3, 2, 2, 2, 14, 7, 2
p120.pddl, 3, 2, 2, 2, 3, 8, 1
p121.pddl, 3, 2, 2, 2, 3, 8, 2
p122.pddl, 3, 2, 2, 2, 4, 8, 1
p123.pddl, 3, 2, 2, 2, 4, 8, 2
p124.pddl, 3, 2, 2, 2, 5, 8, 1
p125.pddl, 3, 2, 2, 2, 5, 8, 2
p126.pddl, 3, 2, 2, 2, 6, 8, 1
p127.pddl, 3, 2, 2, 2, 6, 8, 2
p128.pddl, 3, 2, 2, 2, 7, 8, 1
p129.pddl, 3, 2, 2, 2, 7, 8, 2
p130.pddl, 3, 2, 2, 2, 8, 8, 1
p131.pddl, 3, 2, 2, 2, 8, 8, 2
p132.pddl, 3, 2, 2, 2, 9, 8, 1
p133.pddl, 3, 2, 2, 2, 9, 8, 2
p134.pddl, 3, 2, 2, 2, 10, 8, 1
p135.pddl, 3, 2, 2, 2, 10, 8, 2
p136.pddl, 3, 2, 2, 2, 11, 8, 1
p137.pddl, 3, 2, 2, 2, 11, 8, 2
p138.pddl, 3, 2, 2, 2, 12, 8, 1
p139.pddl, 3, 2, 2, 2, 12, 8, 2
p140.pddl, 3, 2, 2, 2, 13, 8, 1
p141.pddl, 3, 2, 2, 2, 13, 8, 2
p142.pddl, 3, 2, 2, 2, 14, 8, 1
p143.pddl, 3, 2, 2, 2, 14, 8, 2
p144.pddl, 3, 2, 2, 2, 3, 9, 1
p145.pddl, 3, 2, 2, 2, 3, 9, 2
p146.pddl, 3, 2, 2, 2, 4, 9, 1
p147.pddl, 3, 2, 2, 2, 4, 9, 2
p148.pddl, 3, 2, 2, 2, 5, 9, 1
p149.pddl, 3, 2, 2, 2, 5, 9, 2
p150.pddl, 3, 2, 2, 2, 6, 9, 1
p151.pddl, 3, 2, 2, 2, 6, 9, 2
p152.pddl, 3, 2, 2, 2, 7, 9, 1
p153.pddl, 3, 2, 2, 2, 7, 9, 2
p154.pddl, 3, 2, 2, 2, 8, 9, 1
p155.pddl, 3, 2, 2, 2, 8, 9, 2
p156.pddl, 3, 2, 2, 2, 9, 9, 1
p157.pddl, 3, 2, 2, 2, 9, 9, 2
p158.pddl, 3, 2, 2, 2, 10, 9, 1
p159.pddl, 3, 2, 2, 2, 10, 9, 2
p160.pddl, 3, 2, 2, 2, 11, 9, 1
p161.pddl, 3, 2, 2, 2, 11, 9, 2
p162.pddl, 3, 2, 2, 2, 12, 9, 1
p163.pddl, 3, 2, 2, 2, 12, 9, 2
p164.pddl, 3, 2, 2, 2, 13, 9, 1
p165.pddl, 3, 2, 2, 2, 13, 9, 2
p166.pddl, 3, 2, 2, 2, 14, 9, 1
p167.pddl, 3, 2, 2, 2, 14, 9, 2
p168.pddl, 3, 2, 2, 2, 3, 10, 1
p169.pddl, 3, 2, 2, 2, 3, 10, 2
p170.pddl, 3, 2, 2, 2, 4, 10, 1
p171.pddl, 3, 2, 2, 2, 4, 10, 2
p172.pddl, 3, 2, 2, 2, 5, 10, 1
p173.pddl, 3, 2, 2, 2, 5, 10, 2
p174.pddl, 3, 2, 2, 2, 6, 10, 1
p175.pddl, 3, 2, 2, 2, 6, 10, 2
p176.pddl, 3, 2, 2, 2, 7, 10, 1
p177.pddl, 3, 2, 2, 2, 7, 10, 2
p178.pddl, 3, 2, 2, 2, 8, 10, 1
p179.pddl, 3, 2, 2, 2, 8, 10, 2
p180.pddl, 3, 2, 2, 2, 9, 10, 1
p181.pddl, 3, 2, 2, 2, 9, 10, 2
p182.pddl, 3, 2, 2, 2, 10, 10, 1
p183.pddl, 3, 2, 2, 2, 10, 10, 2
p184.pddl, 3, 2, 2, 2, 11, 10, 1
p185.pddl, 3, 2, 2, 2, 11, 10, 2
p186.pddl, 3, 2, 2, 2, 12, 10, 1
p187.pddl, 3, 2, 2, 2, 12, 10, 2
p188.pddl, 3, 2, 2, 2, 13, 10, 1
p189.pddl, 3, 2, 2, 2, 13, 10, 2
p190.pddl, 3, 2, 2, 2, 14, 10, 1
p191.pddl, 3, 2, 2, 2, 14, 10, 2
p192.pddl, 3, 2, 2, 2, 3, 11, 1
p193.pddl, 3, 2, 2, 2, 3, 11, 2
p194.pddl, 3, 2, 2, 2, 4, 11, 1
p195.pddl, 3, 2, 2, 2, 4, 11, 2
p196.pddl, 3, 2, 2, 2, 5, 11, 1
p197.pddl, 3, 2, 2, 2, 5, 11, 2
p198.pddl, 3, 2, 2, 2, 6, 11, 1
p199.pddl, 3, 2, 2, 2, 6, 11, 2
p200.pddl, 3, 2, 2, 2, 7, 11, 1
p201.pddl, 3, 2, 2, 2, 7, 11, 2
p202.pddl, 3, 2, 2, 2, 8, 11, 1
p203.pddl, 3, 2, 2, 2, 8, 11, 2
p204.pddl, 3, 2, 2, 2, 9, 11, 1
p205.pddl, 3, 2, 2, 2, 9, 11, 2
p206.pddl, 3, 2, 2, 2, 10, 11, 1
p207.pddl, 3, 2, 2, 2, 10, 11, 2
p208.pddl, 3, 2, 2, 2, 11, 11, 1
p209.pddl, 3, 2, 2, 2, 11, 11, 2
p210.pddl, 3, 2, 2, 2, 12, 11, 1
p211.pddl, 3, 2, 2, 2, 12, 11, 2
p212.pddl, 3, 2, 2, 2, 13, 11, 1
p213.pddl, 3, 2, 2, 2, 13, 11, 2
p214.pddl, 3, 2, 2, 2, 14, 11, 1
p215.pddl, 3, 2, 2, 2, 14, 11, 2
p216.pddl, 3, 2, 2, 2, 3, 12, 1
p217.pddl, 3, 2, 2, 2, 3, 12, 2
p218.pddl, 3, 2, 2, 2, 4, 12, 1
p219.pddl, 3, 2, 2, 2, 4, 12, 2
p220.pddl, 3, 2, 2, 2, 5, 12, 1
p221.pddl, 3, 2, 2, 2, 5, 12, 2
p222.pddl, 3, 2, 2, 2, 6, 12, 1
p223.pddl, 3, 2, 2, 2, 6, 12, 2
p224.pddl, 3, 2, 2, 2, 7, 12, 1
p225.pddl, 3, 2, 2, 2, 7, 12, 2
p226.pddl, 3, 2, 2, 2, 8, 12, 1
p227.pddl, 3, 2, 2, 2, 8, 12, 2
p228.pddl, 3, 2, 2, 2, 9, 12, 1
p229.pddl, 3, 2, 2, 2, 9, 12, 2
p230.pddl, 3, 2, 2, 2, 10, 12, 1
p231.pddl, 3, 2, 2, 2, 10, 12, 2
p232.pddl, 3, 2, 2, 2, 11, 12, 1
p233.pddl, 3, 2, 2, 2, 11, 12, 2
p234.pddl, 3, 2, 2, 2, 12, 12, 1
p235.pddl, 3, 2, 2, 2, 12, 12, 2
p236.pddl, 3, 2, 2, 2, 13, 12, 1
p237.pddl, 3, 2, 2, 2, 13, 12, 2
p238.pddl, 3, 2, 2, 2, 14, 12, 1
p239.pddl, 3, 2, 2, 2, 14, 12, 2
p240.pddl, 3, 2, 2, 2, 3, 13, 1
p241.pddl, 3, 2, 2, 2, 3, 13, 2
p242.pddl, 3, 2, 2, 2, 4, 13, 1
p243.pddl, 3, 2, 2, 2, 4, 13, 2
p244.pddl, 3, 2, 2, 2, 5, 13, 1
p245.pddl, 3, 2, 2, 2, 5, 13, 2
p246.pddl, 3, 2, 2, 2, 6, 13, 1
p247.pddl, 3, 2, 2, 2, 6, 13, 2
p248.pddl, 3, 2, 2, 2, 7, 13, 1
p249.pddl, 3, 2, 2, 2, 7, 13, 2
p250.pddl, 3, 2, 2, 2, 8, 13, 1
p251.pddl, 3, 2, 2, 2, 8, 13, 2
p252.pddl, 3, 2, 2, 2, 9, 13, 1
p253.pddl, 3, 2, 2, 2, 9, 13, 2
p254.pddl, 3, 2, 2, 2, 10, 13, 1
p255.pddl, 3, 2, 2, 2, 10, 13, 2
p256.pddl, 3, 2, 2, 2, 11, 13, 1
p257.pddl, 3, 2, 2, 2, 11, 13, 2
p258.pddl, 3, 2, 2, 2, 12, 13, 1
p259.pddl, 3, 2, 2, 2, 12, 13, 2
p260.pddl, 3, 2, 2, 2, 13, 13, 1
p261.pddl, 3, 2, 2, 2, 13, 13, 2
p262.pddl, 3, 2, 2, 2, 14, 13, 1
p263.pddl, 3, 2, 2, 2, 14, 13, 2
p264.pddl, 3, 2, 2, 2, 3, 14, 1
p265.pddl, 3, 2, 2, 2, 3, 14, 2
p266.pddl, 3, 2, 2, 2, 4, 14, 1
p267.pddl, 3, 2, 2, 2, 4, 14, 2
p268.pddl, 3, 2, 2, 2, 5, 14, 1
p269.pddl, 3, 2, 2, 2, 5, 14, 2
p270.pddl, 3, 2, 2, 2, 6, 14, 1
p271.pddl, 3, 2, 2, 2, 6, 14, 2
p272.pddl, 3, 2, 2, 2, 7, 14, 1
p273.pddl, 3, 2, 2, 2, 7, 14, 2
p274.pddl, 3, 2, 2, 2, 8, 14, 1
p275.pddl, 3, 2, 2, 2, 8, 14, 2
p276.pddl, 3, 2, 2, 2, 9, 14, 1
p277.pddl, 3, 2, 2, 2, 9, 14, 2
p278.pddl, 3, 2, 2, 2, 10, 14, 1
p279.pddl, 3, 2, 2, 2, 10, 14, 2
p280.pddl, 3, 2, 2, 2, 11, 14, 1
p281.pddl, 3, 2, 2, 2, 11, 14, 2
p282.pddl, 3, 2, 2, 2, 12, 14, 1
p283.pddl, 3, 2, 2, 2, 12, 14, 2
p284.pddl, 3, 2, 2, 2, 13, 14, 1
p285.pddl, 3, 2, 2, 2, 13, 14, 2
p286.pddl, 3, 2, 2, 2, 14, 14, 1
p287.pddl, 3, 2, 2, 2, 14, 14, 2
p288.pddl, 3, 2, 2, 2, 3, 15, 1
p289.pddl, 3, 2, 2, 2, 3, 15, 2
p290.pddl, 3, 2, 2, 2, 4, 15, 1
p291.pddl, 3, 2, 2, 2, 4, 15, 2
p292.pddl, 3, 2, 2, 2, 5, 15, 1
p293.pddl, 3, 2, 2, 2, 5, 15, 2
p294.pddl, 3, 2, 2, 2, 6, 15, 1
p295.pddl, 3, 2, 2, 2, 6, 15, 2
p296.pddl, 3, 2, 2, 2, 7, 15, 1
p297.pddl, 3, 2, 2, 2, 7, 15, 2
p298.pddl, 3, 2, 2, 2, 8, 15, 1
p299.pddl, 3, 2, 2, 2, 8, 15, 2
p300.pddl, 3, 2, 2, 2, 9, 15, 1
p301.pddl, 3, 2, 2, 2, 9, 15, 2
p302.pddl, 3, 2, 2, 2, 10, 15, 1
p303.pddl, 3, 2, 2, 2, 10, 15, 2
p304.pddl, 3, 2, 2, 2, 11, 15, 1
p305.pddl, 3, 2, 2, 2, 11, 15, 2
p306.pddl, 3, 2, 2, 2, 12, 15, 1
p307.pddl, 3, 2, 2, 2, 12, 15, 2
p308.pddl, 3, 2, 2, 2, 13, 15, 1
p309.pddl, 3, 2, 2, 2, 13, 15, 2
p310.pddl, 3, 2, 2, 2, 14, 15, 1
p311.pddl, 3, 2, 2, 2, 14, 15, 2
p312.pddl, 3, 3, 2, 4, 2, 4, 1
p313.pddl, 3, 3, 2, 4, 2, 4, 2
p314.pddl, 3, 3, 2, 4, 2, 5, 1
p315.pddl, 3, 3, 2, 4, 2, 5, 2
p316.pddl, 3, 3, 2, 4, 2, 6, 1
p317.pddl, 3, 3, 2, 4, 2, 6, 2
p318.pddl, 3, 3, 2, 4, 2, 7, 1
p319.pddl, 3, 3, 2, 4, 2, 7, 2
p320.pddl, 3, 3, 2, 4, 2, 8, 1
p321.pddl, 3, 3, 2, 4, 2, 8, 2
p322.pddl, 3, 3, 2, 4, 2, 9, 1
p323.pddl, 3, 3, 2, 4, 2, 9, 2
p324.pddl, 3, 3, 2, 4, 2, 10, 1
p325.pddl, 3, 3, 2, 4, 2, 10, 2
p326.pddl, 3, 3, 2, 4, 2, 11, 1
p327.pddl, 3, 3, 2, 4, 2, 11, 2
p328.pddl, 3, 3, 2, 4, 2, 12, 1
p329.pddl, 3, 3, 2, 4, 2, 12, 2
p330.pddl, 3, 3, 2, 5, 2, 4, 1
p331.pddl, 3, 3, 2, 5, 2, 4, 2
p332.pddl, 3, 3, 2, 5, 2, 5, 1
p333.pddl, 3, 3, 2, 5, 2, 5, 2
p334.pddl, 3, 3, 2, 5, 2, 6, 1
p335.pddl, 3, 3, 2, 5, 2, 6, 2
p336.pddl, 3, 3, 2, 5, 2, 7, 1
p337.pddl, 3, 3, 2, 5, 2, 7, 2
p338.pddl, 3, 3, 2, 5, 2, 8, 1
p339.pddl, 3, 3, 2, 5, 2, 8, 2
p340.pddl, 3, 3, 2, 5, 2, 9, 1
p341.pddl, 3, 3, 2, 5, 2, 9, 2
p342.pddl, 3, 3, 2, 5, 2, 10, 1
p343.pddl, 3, 3, 2, 5, 2, 10, 2
p344.pddl, 3, 3, 2, 5, 2, 11, 1
p345.pddl, 3, 3, 2, 5, 2, 11, 2
p346.pddl, 3, 3, 2, 5, 2, 12, 1
p347.pddl, 3, 3, 2, 5, 2, 12, 2
p348.pddl, 3, 3, 2, 6, 2, 4, 1
p349.pddl, 3, 3, 2, 6, 2, 4, 2
p350.pddl, 3, 3, 2, 6, 2, 5, 1
p351.pddl, 3, 3, 2, 6, 2, 5, 2
p352.pddl, 3, 3, 2, 6, 2, 6, 1
p353.pddl, 3, 3, 2, 6, 2, 6, 2
p354.pddl, 3, 3, 2, 6, 2, 7, 1
p355.pddl, 3, 3, 2, 6, 2, 7, 2
p356.pddl, 3, 3, 2, 6, 2, 8, 1
p357.pddl, 3, 3, 2, 6, 2, 8, 2
p358.pddl, 3, 3, 2, 6, 2, 9, 1
p359.pddl, 3, 3, 2, 6, 2, 9, 2
p360.pddl, 3, 3, 2, 6, 2, 10, 1
p361.pddl, 3, 3, 2, 6, 2, 10, 2
p362.pddl, 3, 3, 2, 6, 2, 11, 1
p363.pddl, 3, 3, 2, 6, 2, 11, 2
p364.pddl, 3, 3, 2, 6, 2, 12, 1
p365.pddl, 3, 3, 2, 6, 2, 12, 2
p366.pddl, 3, 3, 2, 7, 2, 4, 1
p367.pddl, 3, 3, 2, 7, 2, 4, 2
p368.pddl, 3, 3, 2, 7, 2, 5, 1
p369.pddl, 3, 3, 2, 7, 2, 5, 2
p370.pddl, 3, 3, 2, 7, 2, 6, 1
p371.pddl, 3, 3, 2, 7, 2, 6, 2
p372.pddl, 3, 3, 2, 7, 2, 7, 1
p373.pddl, 3, 3, 2, 7, 2, 7, 2
p374.pddl, 3, 3, 2, 7, 2, 8, 1
p375.pddl, 3, 3, 2, 7, 2, 8, 2
p376.pddl, 3, 3, 2, 7, 2, 9, 1
p377.pddl, 3, 3, 2, 7, 2, 9, 2
p378.pddl, 3, 3, 2, 7, 2, 10, 1
p379.pddl, 3, 3, 2, 7, 2, 10, 2
p380.pddl, 3, 3, 2, 7, 2, 11, 1
p381.pddl, 3, 3, 2, 7, 2, 11, 2
p382.pddl, 3, 3, 2, 7, 2, 12, 1
p383.pddl, 3, 3, 2, 7, 2, 12, 2
p384.pddl, 3, 3, 2, 8, 2, 4, 1
p385.pddl, 3, 3, 2, 8, 2, 4, 2
p386.pddl, 3, 3, 2, 8, 2, 5, 1
p387.pddl, 3, 3, 2, 8, 2, 5, 2
p388.pddl, 3, 3, 2, 8, 2, 6, 1
p389.pddl, 3, 3, 2, 8, 2, 6, 2
p390.pddl, 3, 3, 2, 8, 2, 7, 1
p391.pddl, 3, 3, 2, 8, 2, 7, 2
p392.pddl, 3, 3, 2, 8, 2, 8, 1
p393.pddl, 3, 3, 2, 8, 2, 8, 2
p394.pddl, 3, 3, 2, 8, 2, 9, 1
p395.pddl, 3, 3, 2, 8, 2, 9, 2
p396.pddl, 3, 3, 2, 8, 2, 10, 1
p397.pddl, 3, 3, 2, 8, 2, 10, 2
p398.pddl, 3, 3, 2, 8, 2, 11, 1
p399.pddl, 3, 3, 2, 8, 2, 11, 2
p400.pddl, 3, 3, 2, 8, 2, 12, 1
p401.pddl, 3, 3, 2, 8, 2, 12, 2
