green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
gold,0,736,737,
gold,0,738,739,
gold,0,740,741,
gold,0,742,743,
gold,0,744,745,
gold,0,746,747,
gold,0,748,749,
gold,0,750,751,
gold,0,752,753,
gold,0,754,755,
gold,0,756,757,
gold,0,758,759,
gold,0,760,761,
gold,0,762,763,
gold,0,764,765,
gold,0,766,767,
gold,0,768,769,
gold,0,770,771,
gold,0,772,773,
gold,0,774,775,
gold,0,776,777,
gold,0,778,779,
gold,0,780,781,
gold,0,782,783,
gold,0,266,784,785,786,
gold,0,267,787,
gold,0,268,788,789,790,791,792,
gold,0,269,793,794,795,796,797,
gold,0,270,798,799,800,801,
gold,0,271,802,803,804,805,806,
gold,0,272,807,808,809,810,
gold,0,273,811,812,813,814,
gold,0,274,815,816,
gold,0,275,817,818,819,
gold,0,276,820,821,822,823,824,
gold,0,277,825,826,
gold,0,278,827,828,829,
gold,0,279,830,831,
gold,0,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,
gold,1,266,280,294,295,296,297,372,386,400,414,428,442,456,470,484,498,512,526,540,554,568,582,596,610,624,638,652,666,680,694,708,722,
gold,1,267,281,298,299,300,301,302,373,387,401,415,429,443,457,471,485,499,513,527,541,555,569,583,597,611,625,639,653,667,681,695,709,723,
gold,1,268,282,303,304,305,306,307,308,374,388,402,416,430,444,458,472,486,500,514,528,542,556,570,584,598,612,626,640,654,668,682,696,710,724,
gold,1,269,283,309,310,311,375,389,403,417,431,445,459,473,487,501,515,529,543,557,571,585,599,613,627,641,655,669,683,697,711,725,
gold,1,270,284,312,313,314,315,316,317,318,319,376,390,404,418,432,446,460,474,488,502,516,530,544,558,572,586,600,614,628,642,656,670,684,698,712,726,
gold,1,271,285,320,321,322,323,324,325,377,391,405,419,433,447,461,475,489,503,517,531,545,559,573,587,601,615,629,643,657,671,685,699,713,727,
gold,1,272,286,326,327,328,329,330,331,378,392,406,420,434,448,462,476,490,504,518,532,546,560,574,588,602,616,630,644,658,672,686,700,714,728,
gold,1,273,287,332,333,334,335,336,337,338,379,393,407,421,435,449,463,477,491,505,519,533,547,561,575,589,603,617,631,645,659,673,687,701,715,729,
gold,1,274,288,339,340,341,342,343,380,394,408,422,436,450,464,478,492,506,520,534,548,562,576,590,604,618,632,646,660,674,688,702,716,730,
gold,1,275,289,344,345,346,347,381,395,409,423,437,451,465,479,493,507,521,535,549,563,577,591,605,619,633,647,661,675,689,703,717,731,
gold,1,276,290,348,349,350,351,382,396,410,424,438,452,466,480,494,508,522,536,550,564,578,592,606,620,634,648,662,676,690,704,718,732,
gold,1,277,291,352,353,354,355,356,357,358,359,383,397,411,425,439,453,467,481,495,509,523,537,551,565,579,593,607,621,635,649,663,677,691,705,719,733,
gold,1,278,292,360,361,362,363,364,365,384,398,412,426,440,454,468,482,496,510,524,538,552,566,580,594,608,622,636,650,664,678,692,706,720,734,
gold,1,279,293,366,367,368,369,370,371,385,399,413,427,441,455,469,483,497,511,525,539,553,567,581,595,609,623,637,651,665,679,693,707,721,735,
gold,2,266,267,268,269,270,271,272,273,274,275,276,277,278,279,
gold,2,
lightskyblue,162,
lightskyblue,163,
lightskyblue,164,
lightskyblue,165,
lightskyblue,166,
lightskyblue,167,
lightskyblue,168,
lightskyblue,169,
lightskyblue,170,
lightskyblue,171,
lightskyblue,172,
lightskyblue,173,
lightskyblue,174,
lightskyblue,146,
lightskyblue,147,
lightskyblue,148,
lightskyblue,149,
lightskyblue,150,
lightskyblue,151,
lightskyblue,152,
lightskyblue,153,
lightskyblue,154,
lightskyblue,155,
lightskyblue,156,
lightskyblue,157,
lightskyblue,158,
lightskyblue,159,
lightskyblue,131,
lightskyblue,132,
lightskyblue,133,
lightskyblue,134,
lightskyblue,135,
lightskyblue,136,
lightskyblue,137,
lightskyblue,138,
lightskyblue,139,
lightskyblue,140,
lightskyblue,141,
lightskyblue,142,
lightskyblue,143,
lightskyblue,144,
lightskyblue,116,
lightskyblue,117,
lightskyblue,118,
lightskyblue,119,
lightskyblue,120,
lightskyblue,121,
lightskyblue,122,
lightskyblue,123,
lightskyblue,124,
lightskyblue,125,
lightskyblue,126,
lightskyblue,127,
lightskyblue,128,
lightskyblue,129,
lightskyblue,101,
lightskyblue,102,
lightskyblue,103,
lightskyblue,104,
lightskyblue,105,
lightskyblue,106,
lightskyblue,107,
lightskyblue,108,
lightskyblue,109,
lightskyblue,110,
lightskyblue,111,
lightskyblue,112,
lightskyblue,113,
lightskyblue,114,
lightskyblue,86,
lightskyblue,87,
lightskyblue,88,
lightskyblue,89,
lightskyblue,90,
lightskyblue,91,
lightskyblue,92,
lightskyblue,93,
lightskyblue,94,
lightskyblue,95,
lightskyblue,96,
lightskyblue,97,
lightskyblue,98,
lightskyblue,99,
lightskyblue,71,
lightskyblue,72,
lightskyblue,73,
lightskyblue,74,
lightskyblue,75,
lightskyblue,76,
lightskyblue,77,
lightskyblue,78,
lightskyblue,79,
lightskyblue,80,
lightskyblue,81,
lightskyblue,82,
lightskyblue,83,
lightskyblue,84,
lightskyblue,40,
lightskyblue,45,
lightskyblue,40,
lightskyblue,46,
lightskyblue,40,
lightskyblue,50,
lightskyblue,42,
lightskyblue,43,
lightskyblue,43,
lightskyblue,48,
lightskyblue,43,
lightskyblue,49,
lightskyblue,43,
lightskyblue,44,
lightskyblue,42,
lightskyblue,45,
lightskyblue,44,
lightskyblue,45,
lightskyblue,42,
lightskyblue,46,
lightskyblue,46,
lightskyblue,47,
lightskyblue,46,
lightskyblue,49,
lightskyblue,44,
lightskyblue,47,
lightskyblue,45,
lightskyblue,47,
lightskyblue,42,
lightskyblue,48,
lightskyblue,49,
lightskyblue,51,
lightskyblue,42,
lightskyblue,50,
lightskyblue,43,
lightskyblue,50,
lightskyblue,45,
lightskyblue,50,
lightskyblue,50,
lightskyblue,52,
lightskyblue,41,
lightskyblue,51,
lightskyblue,47,
lightskyblue,52,
lightskyblue,52,
lightskyblue,53,
lightskyblue,44,
lightskyblue,53,
lightskyblue,16,
lightskyblue,17,
lightskyblue,18,
lightskyblue,36,
lightskyblue,19,
lightskyblue,23,
lightskyblue,25,
lightskyblue,30,
lightskyblue,32,
lightskyblue,19,
lightskyblue,20,
lightskyblue,21,
lightskyblue,22,
lightskyblue,33,
lightskyblue,22,
lightskyblue,24,
lightskyblue,28,
lightskyblue,39,
lightskyblue,16,
lightskyblue,23,
lightskyblue,24,
lightskyblue,29,
lightskyblue,34,
lightskyblue,17,
lightskyblue,25,
lightskyblue,26,
lightskyblue,27,
lightskyblue,26,
lightskyblue,28,
lightskyblue,29,
lightskyblue,37,
lightskyblue,20,
lightskyblue,30,
lightskyblue,21,
lightskyblue,27,
lightskyblue,31,
lightskyblue,18,
lightskyblue,32,
lightskyblue,33,
lightskyblue,34,
lightskyblue,35,
lightskyblue,31,
lightskyblue,36,
lightskyblue,35,
lightskyblue,37,
lightskyblue,38,
lightskyblue,38,
lightskyblue,39,
