green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
gold,0,560,561,
gold,0,562,563,
gold,0,564,565,
gold,0,566,567,
gold,0,568,569,
gold,0,570,571,
gold,0,572,573,
gold,0,574,575,
gold,0,576,577,
gold,0,578,579,
gold,0,580,581,
gold,0,582,583,
gold,0,584,585,
gold,0,586,587,
gold,0,588,589,
gold,0,590,591,
gold,0,592,593,
gold,0,594,595,
gold,0,596,597,
gold,0,598,599,
gold,0,600,601,
gold,0,602,603,
gold,0,604,605,
gold,0,606,607,
gold,0,202,608,609,610,
gold,0,203,611,
gold,0,204,612,613,614,615,616,
gold,0,205,617,618,619,620,621,
gold,0,206,622,623,624,625,
gold,0,207,626,627,628,629,630,
gold,0,208,631,632,633,634,
gold,0,209,635,636,637,638,
gold,0,210,639,640,
gold,0,211,641,642,643,
gold,0,212,644,645,646,647,648,
gold,0,213,649,650,
gold,0,214,651,652,653,
gold,0,215,654,655,
gold,0,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,
gold,1,202,216,230,231,232,233,308,322,336,350,364,378,392,406,420,434,448,462,476,490,504,518,532,546,
gold,1,203,217,234,235,236,237,238,309,323,337,351,365,379,393,407,421,435,449,463,477,491,505,519,533,547,
gold,1,204,218,239,240,241,242,243,244,310,324,338,352,366,380,394,408,422,436,450,464,478,492,506,520,534,548,
gold,1,205,219,245,246,247,311,325,339,353,367,381,395,409,423,437,451,465,479,493,507,521,535,549,
gold,1,206,220,248,249,250,251,252,253,254,255,312,326,340,354,368,382,396,410,424,438,452,466,480,494,508,522,536,550,
gold,1,207,221,256,257,258,259,260,261,313,327,341,355,369,383,397,411,425,439,453,467,481,495,509,523,537,551,
gold,1,208,222,262,263,264,265,266,267,314,328,342,356,370,384,398,412,426,440,454,468,482,496,510,524,538,552,
gold,1,209,223,268,269,270,271,272,273,274,315,329,343,357,371,385,399,413,427,441,455,469,483,497,511,525,539,553,
gold,1,210,224,275,276,277,278,279,316,330,344,358,372,386,400,414,428,442,456,470,484,498,512,526,540,554,
gold,1,211,225,280,281,282,283,317,331,345,359,373,387,401,415,429,443,457,471,485,499,513,527,541,555,
gold,1,212,226,284,285,286,287,318,332,346,360,374,388,402,416,430,444,458,472,486,500,514,528,542,556,
gold,1,213,227,288,289,290,291,292,293,294,295,319,333,347,361,375,389,403,417,431,445,459,473,487,501,515,529,543,557,
gold,1,214,228,296,297,298,299,300,301,320,334,348,362,376,390,404,418,432,446,460,474,488,502,516,530,544,558,
gold,1,215,229,302,303,304,305,306,307,321,335,349,363,377,391,405,419,433,447,461,475,489,503,517,531,545,559,
gold,2,202,203,204,205,206,207,208,209,210,211,212,213,214,215,
gold,2,
lightskyblue,39,65,
lightskyblue,40,65,
lightskyblue,41,65,
lightskyblue,42,65,
lightskyblue,43,65,
lightskyblue,44,65,
lightskyblue,45,65,
lightskyblue,46,65,
lightskyblue,47,65,
lightskyblue,48,65,
lightskyblue,49,65,
lightskyblue,57,
lightskyblue,58,
lightskyblue,61,
lightskyblue,62,
lightskyblue,54,
lightskyblue,55,
lightskyblue,56,
lightskyblue,62,
lightskyblue,63,
lightskyblue,57,
lightskyblue,58,
lightskyblue,59,
lightskyblue,60,
lightskyblue,62,
lightskyblue,63,
lightskyblue,52,
lightskyblue,55,
lightskyblue,62,
lightskyblue,52,
lightskyblue,54,
lightskyblue,56,
lightskyblue,57,
lightskyblue,59,
lightskyblue,60,
lightskyblue,61,
lightskyblue,64,
lightskyblue,52,
lightskyblue,55,
lightskyblue,57,
lightskyblue,58,
lightskyblue,63,
lightskyblue,64,
lightskyblue,51,
lightskyblue,53,
lightskyblue,55,
lightskyblue,56,
lightskyblue,58,
lightskyblue,64,
lightskyblue,51,
lightskyblue,53,
lightskyblue,56,
lightskyblue,57,
lightskyblue,59,
lightskyblue,61,
lightskyblue,62,
lightskyblue,53,
lightskyblue,55,
lightskyblue,58,
lightskyblue,63,
lightskyblue,64,
lightskyblue,53,
lightskyblue,55,
lightskyblue,62,
lightskyblue,64,
lightskyblue,51,
lightskyblue,55,
lightskyblue,58,
lightskyblue,63,
lightskyblue,51,
lightskyblue,52,
lightskyblue,53,
lightskyblue,54,
lightskyblue,58,
lightskyblue,60,
lightskyblue,63,
lightskyblue,64,
lightskyblue,52,
lightskyblue,53,
lightskyblue,56,
lightskyblue,59,
lightskyblue,61,
lightskyblue,62,
lightskyblue,55,
lightskyblue,56,
lightskyblue,57,
lightskyblue,59,
lightskyblue,60,
lightskyblue,62,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,201,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,186,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,171,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,156,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,141,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,126,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,111,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,96,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,81,
lightskyblue,187,
lightskyblue,188,
lightskyblue,189,
lightskyblue,190,
lightskyblue,191,
lightskyblue,192,
lightskyblue,193,
lightskyblue,194,
lightskyblue,195,
lightskyblue,196,
lightskyblue,197,
lightskyblue,198,
lightskyblue,199,
lightskyblue,200,
lightskyblue,172,
lightskyblue,173,
lightskyblue,174,
lightskyblue,175,
lightskyblue,176,
lightskyblue,177,
lightskyblue,178,
lightskyblue,179,
lightskyblue,180,
lightskyblue,181,
lightskyblue,182,
lightskyblue,183,
lightskyblue,184,
lightskyblue,185,
lightskyblue,157,
lightskyblue,158,
lightskyblue,159,
lightskyblue,160,
lightskyblue,161,
lightskyblue,162,
lightskyblue,163,
lightskyblue,164,
lightskyblue,165,
lightskyblue,166,
lightskyblue,167,
lightskyblue,168,
lightskyblue,169,
lightskyblue,170,
lightskyblue,142,
lightskyblue,143,
lightskyblue,144,
lightskyblue,145,
lightskyblue,146,
lightskyblue,147,
lightskyblue,148,
lightskyblue,149,
lightskyblue,150,
lightskyblue,151,
lightskyblue,152,
lightskyblue,153,
lightskyblue,154,
lightskyblue,155,
lightskyblue,127,
lightskyblue,128,
lightskyblue,129,
lightskyblue,130,
lightskyblue,131,
lightskyblue,132,
lightskyblue,133,
lightskyblue,134,
lightskyblue,135,
lightskyblue,136,
lightskyblue,137,
lightskyblue,138,
lightskyblue,139,
lightskyblue,140,
lightskyblue,112,
lightskyblue,113,
lightskyblue,114,
lightskyblue,115,
lightskyblue,116,
lightskyblue,117,
lightskyblue,118,
lightskyblue,119,
lightskyblue,120,
lightskyblue,121,
lightskyblue,122,
lightskyblue,123,
lightskyblue,124,
lightskyblue,125,
lightskyblue,97,
lightskyblue,98,
lightskyblue,99,
lightskyblue,100,
lightskyblue,101,
lightskyblue,102,
lightskyblue,103,
lightskyblue,104,
lightskyblue,105,
lightskyblue,106,
lightskyblue,107,
lightskyblue,108,
lightskyblue,109,
lightskyblue,110,
lightskyblue,82,
lightskyblue,83,
lightskyblue,84,
lightskyblue,85,
lightskyblue,86,
lightskyblue,87,
lightskyblue,88,
lightskyblue,89,
lightskyblue,90,
lightskyblue,91,
lightskyblue,92,
lightskyblue,93,
lightskyblue,94,
lightskyblue,95,
lightskyblue,67,
lightskyblue,68,
lightskyblue,69,
lightskyblue,70,
lightskyblue,71,
lightskyblue,72,
lightskyblue,73,
lightskyblue,74,
lightskyblue,75,
lightskyblue,76,
lightskyblue,77,
lightskyblue,78,
lightskyblue,79,
lightskyblue,80,
lightskyblue,36,
lightskyblue,41,
lightskyblue,36,
lightskyblue,42,
lightskyblue,36,
lightskyblue,46,
lightskyblue,38,
lightskyblue,39,
lightskyblue,39,
lightskyblue,44,
lightskyblue,39,
lightskyblue,45,
lightskyblue,39,
lightskyblue,40,
lightskyblue,38,
lightskyblue,41,
lightskyblue,40,
lightskyblue,41,
lightskyblue,38,
lightskyblue,42,
lightskyblue,42,
lightskyblue,43,
lightskyblue,42,
lightskyblue,45,
lightskyblue,40,
lightskyblue,43,
lightskyblue,41,
lightskyblue,43,
lightskyblue,38,
lightskyblue,44,
lightskyblue,45,
lightskyblue,47,
lightskyblue,38,
lightskyblue,46,
lightskyblue,39,
lightskyblue,46,
lightskyblue,41,
lightskyblue,46,
lightskyblue,46,
lightskyblue,48,
lightskyblue,37,
lightskyblue,47,
lightskyblue,43,
lightskyblue,48,
lightskyblue,48,
lightskyblue,49,
lightskyblue,40,
lightskyblue,49,
lightskyblue,12,
lightskyblue,13,
lightskyblue,14,
lightskyblue,32,
lightskyblue,15,
lightskyblue,19,
lightskyblue,21,
lightskyblue,26,
lightskyblue,28,
lightskyblue,15,
lightskyblue,16,
lightskyblue,17,
lightskyblue,18,
lightskyblue,29,
lightskyblue,18,
lightskyblue,20,
lightskyblue,24,
lightskyblue,35,
lightskyblue,12,
lightskyblue,19,
lightskyblue,20,
lightskyblue,25,
lightskyblue,30,
lightskyblue,13,
lightskyblue,21,
lightskyblue,22,
lightskyblue,23,
lightskyblue,22,
lightskyblue,24,
lightskyblue,25,
lightskyblue,33,
lightskyblue,16,
lightskyblue,26,
lightskyblue,17,
lightskyblue,23,
lightskyblue,27,
lightskyblue,14,
lightskyblue,28,
lightskyblue,29,
lightskyblue,30,
lightskyblue,31,
lightskyblue,27,
lightskyblue,32,
lightskyblue,31,
lightskyblue,33,
lightskyblue,34,
lightskyblue,34,
lightskyblue,35,
