green,
green,
green,
green,
green,
green,
green,
green,
gold,0,384,385,
gold,0,386,387,
gold,0,388,389,
gold,0,390,391,
gold,0,392,393,
gold,0,394,395,
gold,0,396,397,
gold,0,398,399,
gold,0,400,401,
gold,0,402,403,
gold,0,404,405,
gold,0,406,407,
gold,0,408,409,
gold,0,410,411,
gold,0,412,413,
gold,0,414,415,
gold,0,416,417,
gold,0,418,419,
gold,0,420,421,
gold,0,422,423,
gold,0,424,425,
gold,0,426,427,
gold,0,428,429,
gold,0,430,431,
gold,0,138,432,433,434,
gold,0,139,435,
gold,0,140,436,437,438,439,440,
gold,0,141,441,442,443,444,445,
gold,0,142,446,447,448,449,
gold,0,143,450,451,452,453,454,
gold,0,144,455,456,457,458,
gold,0,145,459,460,461,462,
gold,0,146,463,464,
gold,0,147,465,466,467,
gold,0,148,468,469,470,471,472,
gold,0,149,473,474,
gold,0,150,475,476,477,
gold,0,151,478,479,
gold,0,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,
gold,1,138,152,166,167,168,169,244,258,272,286,300,314,328,342,356,370,
gold,1,139,153,170,171,172,173,174,245,259,273,287,301,315,329,343,357,371,
gold,1,140,154,175,176,177,178,179,180,246,260,274,288,302,316,330,344,358,372,
gold,1,141,155,181,182,183,247,261,275,289,303,317,331,345,359,373,
gold,1,142,156,184,185,186,187,188,189,190,191,248,262,276,290,304,318,332,346,360,374,
gold,1,143,157,192,193,194,195,196,197,249,263,277,291,305,319,333,347,361,375,
gold,1,144,158,198,199,200,201,202,203,250,264,278,292,306,320,334,348,362,376,
gold,1,145,159,204,205,206,207,208,209,210,251,265,279,293,307,321,335,349,363,377,
gold,1,146,160,211,212,213,214,215,252,266,280,294,308,322,336,350,364,378,
gold,1,147,161,216,217,218,219,253,267,281,295,309,323,337,351,365,379,
gold,1,148,162,220,221,222,223,254,268,282,296,310,324,338,352,366,380,
gold,1,149,163,224,225,226,227,228,229,230,231,255,269,283,297,311,325,339,353,367,381,
gold,1,150,164,232,233,234,235,236,237,256,270,284,298,312,326,340,354,368,382,
gold,1,151,165,238,239,240,241,242,243,257,271,285,299,313,327,341,355,369,383,
gold,2,138,139,140,141,142,143,144,145,146,147,148,149,150,151,
gold,2,
lightskyblue,53,
lightskyblue,55,
lightskyblue,56,
lightskyblue,57,
lightskyblue,60,
lightskyblue,48,
lightskyblue,51,
lightskyblue,53,
lightskyblue,54,
lightskyblue,59,
lightskyblue,60,
lightskyblue,47,
lightskyblue,49,
lightskyblue,51,
lightskyblue,52,
lightskyblue,54,
lightskyblue,60,
lightskyblue,47,
lightskyblue,49,
lightskyblue,52,
lightskyblue,53,
lightskyblue,55,
lightskyblue,57,
lightskyblue,58,
lightskyblue,49,
lightskyblue,51,
lightskyblue,54,
lightskyblue,59,
lightskyblue,60,
lightskyblue,49,
lightskyblue,51,
lightskyblue,58,
lightskyblue,60,
lightskyblue,47,
lightskyblue,51,
lightskyblue,54,
lightskyblue,59,
lightskyblue,47,
lightskyblue,48,
lightskyblue,49,
lightskyblue,50,
lightskyblue,54,
lightskyblue,56,
lightskyblue,59,
lightskyblue,60,
lightskyblue,48,
lightskyblue,49,
lightskyblue,52,
lightskyblue,55,
lightskyblue,57,
lightskyblue,58,
lightskyblue,51,
lightskyblue,52,
lightskyblue,53,
lightskyblue,55,
lightskyblue,56,
lightskyblue,58,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,137,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,122,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,107,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,92,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,77,
lightskyblue,123,
lightskyblue,124,
lightskyblue,125,
lightskyblue,126,
lightskyblue,127,
lightskyblue,128,
lightskyblue,129,
lightskyblue,130,
lightskyblue,131,
lightskyblue,132,
lightskyblue,133,
lightskyblue,134,
lightskyblue,135,
lightskyblue,136,
lightskyblue,108,
lightskyblue,109,
lightskyblue,110,
lightskyblue,111,
lightskyblue,112,
lightskyblue,113,
lightskyblue,114,
lightskyblue,115,
lightskyblue,116,
lightskyblue,117,
lightskyblue,118,
lightskyblue,119,
lightskyblue,120,
lightskyblue,121,
lightskyblue,93,
lightskyblue,94,
lightskyblue,95,
lightskyblue,96,
lightskyblue,97,
lightskyblue,98,
lightskyblue,99,
lightskyblue,100,
lightskyblue,101,
lightskyblue,102,
lightskyblue,103,
lightskyblue,104,
lightskyblue,105,
lightskyblue,106,
lightskyblue,78,
lightskyblue,79,
lightskyblue,80,
lightskyblue,81,
lightskyblue,82,
lightskyblue,83,
lightskyblue,84,
lightskyblue,85,
lightskyblue,86,
lightskyblue,87,
lightskyblue,88,
lightskyblue,89,
lightskyblue,90,
lightskyblue,91,
lightskyblue,63,
lightskyblue,64,
lightskyblue,65,
lightskyblue,66,
lightskyblue,67,
lightskyblue,68,
lightskyblue,69,
lightskyblue,70,
lightskyblue,71,
lightskyblue,72,
lightskyblue,73,
lightskyblue,74,
lightskyblue,75,
lightskyblue,76,
lightskyblue,32,
lightskyblue,37,
lightskyblue,32,
lightskyblue,38,
lightskyblue,32,
lightskyblue,42,
lightskyblue,34,
lightskyblue,35,
lightskyblue,35,
lightskyblue,40,
lightskyblue,35,
lightskyblue,41,
lightskyblue,35,
lightskyblue,36,
lightskyblue,34,
lightskyblue,37,
lightskyblue,36,
lightskyblue,37,
lightskyblue,34,
lightskyblue,38,
lightskyblue,38,
lightskyblue,39,
lightskyblue,38,
lightskyblue,41,
lightskyblue,36,
lightskyblue,39,
lightskyblue,37,
lightskyblue,39,
lightskyblue,34,
lightskyblue,40,
lightskyblue,41,
lightskyblue,43,
lightskyblue,34,
lightskyblue,42,
lightskyblue,35,
lightskyblue,42,
lightskyblue,37,
lightskyblue,42,
lightskyblue,42,
lightskyblue,44,
lightskyblue,33,
lightskyblue,43,
lightskyblue,39,
lightskyblue,44,
lightskyblue,44,
lightskyblue,45,
lightskyblue,36,
lightskyblue,45,
lightskyblue,8,
lightskyblue,9,
lightskyblue,10,
lightskyblue,28,
lightskyblue,11,
lightskyblue,15,
lightskyblue,17,
lightskyblue,22,
lightskyblue,24,
lightskyblue,11,
lightskyblue,12,
lightskyblue,13,
lightskyblue,14,
lightskyblue,25,
lightskyblue,14,
lightskyblue,16,
lightskyblue,20,
lightskyblue,31,
lightskyblue,8,
lightskyblue,15,
lightskyblue,16,
lightskyblue,21,
lightskyblue,26,
lightskyblue,9,
lightskyblue,17,
lightskyblue,18,
lightskyblue,19,
lightskyblue,18,
lightskyblue,20,
lightskyblue,21,
lightskyblue,29,
lightskyblue,12,
lightskyblue,22,
lightskyblue,13,
lightskyblue,19,
lightskyblue,23,
lightskyblue,10,
lightskyblue,24,
lightskyblue,25,
lightskyblue,26,
lightskyblue,27,
lightskyblue,23,
lightskyblue,28,
lightskyblue,27,
lightskyblue,29,
lightskyblue,30,
lightskyblue,30,
lightskyblue,31,
