green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
gold,0,472,473,
gold,0,474,475,
gold,0,476,477,
gold,0,478,479,
gold,0,480,481,
gold,0,482,483,
gold,0,484,485,
gold,0,486,487,
gold,0,488,489,
gold,0,490,491,
gold,0,492,493,
gold,0,494,495,
gold,0,496,497,
gold,0,498,499,
gold,0,500,501,
gold,0,502,503,
gold,0,504,505,
gold,0,506,507,
gold,0,508,509,
gold,0,510,511,
gold,0,512,513,
gold,0,514,515,
gold,0,516,517,
gold,0,518,519,
gold,0,170,520,521,522,
gold,0,171,523,
gold,0,172,524,525,526,527,528,
gold,0,173,529,530,531,532,533,
gold,0,174,534,535,536,537,
gold,0,175,538,539,540,541,542,
gold,0,176,543,544,545,546,
gold,0,177,547,548,549,550,
gold,0,178,551,552,
gold,0,179,553,554,555,
gold,0,180,556,557,558,559,560,
gold,0,181,561,562,
gold,0,182,563,564,565,
gold,0,183,566,567,
gold,0,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,
gold,1,170,184,198,199,200,201,276,290,304,318,332,346,360,374,388,402,416,430,444,458,
gold,1,171,185,202,203,204,205,206,277,291,305,319,333,347,361,375,389,403,417,431,445,459,
gold,1,172,186,207,208,209,210,211,212,278,292,306,320,334,348,362,376,390,404,418,432,446,460,
gold,1,173,187,213,214,215,279,293,307,321,335,349,363,377,391,405,419,433,447,461,
gold,1,174,188,216,217,218,219,220,221,222,223,280,294,308,322,336,350,364,378,392,406,420,434,448,462,
gold,1,175,189,224,225,226,227,228,229,281,295,309,323,337,351,365,379,393,407,421,435,449,463,
gold,1,176,190,230,231,232,233,234,235,282,296,310,324,338,352,366,380,394,408,422,436,450,464,
gold,1,177,191,236,237,238,239,240,241,242,283,297,311,325,339,353,367,381,395,409,423,437,451,465,
gold,1,178,192,243,244,245,246,247,284,298,312,326,340,354,368,382,396,410,424,438,452,466,
gold,1,179,193,248,249,250,251,285,299,313,327,341,355,369,383,397,411,425,439,453,467,
gold,1,180,194,252,253,254,255,286,300,314,328,342,356,370,384,398,412,426,440,454,468,
gold,1,181,195,256,257,258,259,260,261,262,263,287,301,315,329,343,357,371,385,399,413,427,441,455,469,
gold,1,182,196,264,265,266,267,268,269,288,302,316,330,344,358,372,386,400,414,428,442,456,470,
gold,1,183,197,270,271,272,273,274,275,289,303,317,331,345,359,373,387,401,415,429,443,457,471,
gold,2,170,171,172,173,174,175,176,177,178,179,180,181,182,183,
gold,2,
lightskyblue,52,
lightskyblue,53,
lightskyblue,54,
lightskyblue,60,
lightskyblue,61,
lightskyblue,55,
lightskyblue,56,
lightskyblue,57,
lightskyblue,58,
lightskyblue,60,
lightskyblue,61,
lightskyblue,50,
lightskyblue,53,
lightskyblue,60,
lightskyblue,50,
lightskyblue,52,
lightskyblue,54,
lightskyblue,55,
lightskyblue,57,
lightskyblue,58,
lightskyblue,59,
lightskyblue,62,
lightskyblue,50,
lightskyblue,53,
lightskyblue,55,
lightskyblue,56,
lightskyblue,61,
lightskyblue,62,
lightskyblue,49,
lightskyblue,51,
lightskyblue,53,
lightskyblue,54,
lightskyblue,56,
lightskyblue,62,
lightskyblue,49,
lightskyblue,51,
lightskyblue,54,
lightskyblue,55,
lightskyblue,57,
lightskyblue,59,
lightskyblue,60,
lightskyblue,51,
lightskyblue,53,
lightskyblue,56,
lightskyblue,61,
lightskyblue,62,
lightskyblue,51,
lightskyblue,53,
lightskyblue,60,
lightskyblue,62,
lightskyblue,49,
lightskyblue,53,
lightskyblue,56,
lightskyblue,61,
lightskyblue,49,
lightskyblue,50,
lightskyblue,51,
lightskyblue,52,
lightskyblue,56,
lightskyblue,58,
lightskyblue,61,
lightskyblue,62,
lightskyblue,50,
lightskyblue,51,
lightskyblue,54,
lightskyblue,57,
lightskyblue,59,
lightskyblue,60,
lightskyblue,53,
lightskyblue,54,
lightskyblue,55,
lightskyblue,57,
lightskyblue,58,
lightskyblue,60,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,169,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,154,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,139,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,124,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,109,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,94,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,79,
lightskyblue,155,
lightskyblue,156,
lightskyblue,157,
lightskyblue,158,
lightskyblue,159,
lightskyblue,160,
lightskyblue,161,
lightskyblue,162,
lightskyblue,163,
lightskyblue,164,
lightskyblue,165,
lightskyblue,166,
lightskyblue,167,
lightskyblue,168,
lightskyblue,140,
lightskyblue,141,
lightskyblue,142,
lightskyblue,143,
lightskyblue,144,
lightskyblue,145,
lightskyblue,146,
lightskyblue,147,
lightskyblue,148,
lightskyblue,149,
lightskyblue,150,
lightskyblue,151,
lightskyblue,152,
lightskyblue,153,
lightskyblue,125,
lightskyblue,126,
lightskyblue,127,
lightskyblue,128,
lightskyblue,129,
lightskyblue,130,
lightskyblue,131,
lightskyblue,132,
lightskyblue,133,
lightskyblue,134,
lightskyblue,135,
lightskyblue,136,
lightskyblue,137,
lightskyblue,138,
lightskyblue,110,
lightskyblue,111,
lightskyblue,112,
lightskyblue,113,
lightskyblue,114,
lightskyblue,115,
lightskyblue,116,
lightskyblue,117,
lightskyblue,118,
lightskyblue,119,
lightskyblue,120,
lightskyblue,121,
lightskyblue,122,
lightskyblue,123,
lightskyblue,95,
lightskyblue,96,
lightskyblue,97,
lightskyblue,98,
lightskyblue,99,
lightskyblue,100,
lightskyblue,101,
lightskyblue,102,
lightskyblue,103,
lightskyblue,104,
lightskyblue,105,
lightskyblue,106,
lightskyblue,107,
lightskyblue,108,
lightskyblue,80,
lightskyblue,81,
lightskyblue,82,
lightskyblue,83,
lightskyblue,84,
lightskyblue,85,
lightskyblue,86,
lightskyblue,87,
lightskyblue,88,
lightskyblue,89,
lightskyblue,90,
lightskyblue,91,
lightskyblue,92,
lightskyblue,93,
lightskyblue,65,
lightskyblue,66,
lightskyblue,67,
lightskyblue,68,
lightskyblue,69,
lightskyblue,70,
lightskyblue,71,
lightskyblue,72,
lightskyblue,73,
lightskyblue,74,
lightskyblue,75,
lightskyblue,76,
lightskyblue,77,
lightskyblue,78,
lightskyblue,34,
lightskyblue,39,
lightskyblue,34,
lightskyblue,40,
lightskyblue,34,
lightskyblue,44,
lightskyblue,36,
lightskyblue,37,
lightskyblue,37,
lightskyblue,42,
lightskyblue,37,
lightskyblue,43,
lightskyblue,37,
lightskyblue,38,
lightskyblue,36,
lightskyblue,39,
lightskyblue,38,
lightskyblue,39,
lightskyblue,36,
lightskyblue,40,
lightskyblue,40,
lightskyblue,41,
lightskyblue,40,
lightskyblue,43,
lightskyblue,38,
lightskyblue,41,
lightskyblue,39,
lightskyblue,41,
lightskyblue,36,
lightskyblue,42,
lightskyblue,43,
lightskyblue,45,
lightskyblue,36,
lightskyblue,44,
lightskyblue,37,
lightskyblue,44,
lightskyblue,39,
lightskyblue,44,
lightskyblue,44,
lightskyblue,46,
lightskyblue,35,
lightskyblue,45,
lightskyblue,41,
lightskyblue,46,
lightskyblue,46,
lightskyblue,47,
lightskyblue,38,
lightskyblue,47,
lightskyblue,10,
lightskyblue,11,
lightskyblue,12,
lightskyblue,30,
lightskyblue,13,
lightskyblue,17,
lightskyblue,19,
lightskyblue,24,
lightskyblue,26,
lightskyblue,13,
lightskyblue,14,
lightskyblue,15,
lightskyblue,16,
lightskyblue,27,
lightskyblue,16,
lightskyblue,18,
lightskyblue,22,
lightskyblue,33,
lightskyblue,10,
lightskyblue,17,
lightskyblue,18,
lightskyblue,23,
lightskyblue,28,
lightskyblue,11,
lightskyblue,19,
lightskyblue,20,
lightskyblue,21,
lightskyblue,20,
lightskyblue,22,
lightskyblue,23,
lightskyblue,31,
lightskyblue,14,
lightskyblue,24,
lightskyblue,15,
lightskyblue,21,
lightskyblue,25,
lightskyblue,12,
lightskyblue,26,
lightskyblue,27,
lightskyblue,28,
lightskyblue,29,
lightskyblue,25,
lightskyblue,30,
lightskyblue,29,
lightskyblue,31,
lightskyblue,32,
lightskyblue,32,
lightskyblue,33,
