green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
green,
gold,0,692,693,
gold,0,694,695,
gold,0,696,697,
gold,0,698,699,
gold,0,700,701,
gold,0,702,703,
gold,0,704,705,
gold,0,706,707,
gold,0,708,709,
gold,0,710,711,
gold,0,712,713,
gold,0,714,715,
gold,0,716,717,
gold,0,718,719,
gold,0,720,721,
gold,0,722,723,
gold,0,724,725,
gold,0,726,727,
gold,0,728,729,
gold,0,730,731,
gold,0,732,733,
gold,0,734,735,
gold,0,736,737,
gold,0,738,739,
gold,0,250,740,741,742,
gold,0,251,743,
gold,0,252,744,745,746,747,748,
gold,0,253,749,750,751,752,753,
gold,0,254,754,755,756,757,
gold,0,255,758,759,760,761,762,
gold,0,256,763,764,765,766,
gold,0,257,767,768,769,770,
gold,0,258,771,772,
gold,0,259,773,774,775,
gold,0,260,776,777,778,779,780,
gold,0,261,781,782,
gold,0,262,783,784,785,
gold,0,263,786,787,
gold,0,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,
gold,1,250,264,278,279,280,281,356,370,384,398,412,426,440,454,468,482,496,510,524,538,552,566,580,594,608,622,636,650,664,678,
gold,1,251,265,282,283,284,285,286,357,371,385,399,413,427,441,455,469,483,497,511,525,539,553,567,581,595,609,623,637,651,665,679,
gold,1,252,266,287,288,289,290,291,292,358,372,386,400,414,428,442,456,470,484,498,512,526,540,554,568,582,596,610,624,638,652,666,680,
gold,1,253,267,293,294,295,359,373,387,401,415,429,443,457,471,485,499,513,527,541,555,569,583,597,611,625,639,653,667,681,
gold,1,254,268,296,297,298,299,300,301,302,303,360,374,388,402,416,430,444,458,472,486,500,514,528,542,556,570,584,598,612,626,640,654,668,682,
gold,1,255,269,304,305,306,307,308,309,361,375,389,403,417,431,445,459,473,487,501,515,529,543,557,571,585,599,613,627,641,655,669,683,
gold,1,256,270,310,311,312,313,314,315,362,376,390,404,418,432,446,460,474,488,502,516,530,544,558,572,586,600,614,628,642,656,670,684,
gold,1,257,271,316,317,318,319,320,321,322,363,377,391,405,419,433,447,461,475,489,503,517,531,545,559,573,587,601,615,629,643,657,671,685,
gold,1,258,272,323,324,325,326,327,364,378,392,406,420,434,448,462,476,490,504,518,532,546,560,574,588,602,616,630,644,658,672,686,
gold,1,259,273,328,329,330,331,365,379,393,407,421,435,449,463,477,491,505,519,533,547,561,575,589,603,617,631,645,659,673,687,
gold,1,260,274,332,333,334,335,366,380,394,408,422,436,450,464,478,492,506,520,534,548,562,576,590,604,618,632,646,660,674,688,
gold,1,261,275,336,337,338,339,340,341,342,343,367,381,395,409,423,437,451,465,479,493,507,521,535,549,563,577,591,605,619,633,647,661,675,689,
gold,1,262,276,344,345,346,347,348,349,368,382,396,410,424,438,452,466,480,494,508,522,536,550,564,578,592,606,620,634,648,662,676,690,
gold,1,263,277,350,351,352,353,354,355,369,383,397,411,425,439,453,467,481,495,509,523,537,551,565,579,593,607,621,635,649,663,677,691,
gold,2,250,251,252,253,254,255,256,257,258,259,260,261,262,263,
gold,2,
gold,14,368,
gold,14,369,
gold,14,524,525,526,527,528,529,530,531,532,533,534,535,536,537,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,53,69,
lightskyblue,39,68,
lightskyblue,40,68,
lightskyblue,41,68,
lightskyblue,42,68,
lightskyblue,43,68,
lightskyblue,44,68,
lightskyblue,45,68,
lightskyblue,46,68,
lightskyblue,47,68,
lightskyblue,48,68,
lightskyblue,49,68,
lightskyblue,50,68,
lightskyblue,51,68,
lightskyblue,52,68,
lightskyblue,60,
lightskyblue,61,
lightskyblue,64,
lightskyblue,65,
lightskyblue,57,
lightskyblue,58,
lightskyblue,59,
lightskyblue,65,
lightskyblue,66,
lightskyblue,60,
lightskyblue,61,
lightskyblue,62,
lightskyblue,63,
lightskyblue,65,
lightskyblue,66,
lightskyblue,55,
lightskyblue,58,
lightskyblue,65,
lightskyblue,55,
lightskyblue,57,
lightskyblue,59,
lightskyblue,60,
lightskyblue,62,
lightskyblue,63,
lightskyblue,64,
lightskyblue,67,
lightskyblue,55,
lightskyblue,58,
lightskyblue,60,
lightskyblue,61,
lightskyblue,66,
lightskyblue,67,
lightskyblue,54,
lightskyblue,56,
lightskyblue,58,
lightskyblue,59,
lightskyblue,61,
lightskyblue,67,
lightskyblue,54,
lightskyblue,56,
lightskyblue,59,
lightskyblue,60,
lightskyblue,62,
lightskyblue,64,
lightskyblue,65,
lightskyblue,56,
lightskyblue,58,
lightskyblue,61,
lightskyblue,66,
lightskyblue,67,
lightskyblue,56,
lightskyblue,58,
lightskyblue,65,
lightskyblue,67,
lightskyblue,54,
lightskyblue,58,
lightskyblue,61,
lightskyblue,66,
lightskyblue,54,
lightskyblue,55,
lightskyblue,56,
lightskyblue,57,
lightskyblue,61,
lightskyblue,63,
lightskyblue,66,
lightskyblue,67,
lightskyblue,55,
lightskyblue,56,
lightskyblue,59,
lightskyblue,62,
lightskyblue,64,
lightskyblue,65,
lightskyblue,58,
lightskyblue,59,
lightskyblue,60,
lightskyblue,62,
lightskyblue,63,
lightskyblue,65,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,249,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,234,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,219,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,204,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,189,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,174,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,159,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,144,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,129,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,114,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,99,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,84,
lightskyblue,235,
lightskyblue,236,
lightskyblue,237,
lightskyblue,238,
lightskyblue,239,
lightskyblue,240,
lightskyblue,241,
lightskyblue,242,
lightskyblue,243,
lightskyblue,244,
lightskyblue,245,
lightskyblue,246,
lightskyblue,247,
lightskyblue,248,
lightskyblue,220,
lightskyblue,221,
lightskyblue,222,
lightskyblue,223,
lightskyblue,224,
lightskyblue,225,
lightskyblue,226,
lightskyblue,227,
lightskyblue,228,
lightskyblue,229,
lightskyblue,230,
lightskyblue,231,
lightskyblue,232,
lightskyblue,233,
lightskyblue,205,
lightskyblue,206,
lightskyblue,207,
lightskyblue,208,
lightskyblue,209,
lightskyblue,210,
lightskyblue,211,
lightskyblue,212,
lightskyblue,213,
lightskyblue,214,
lightskyblue,215,
lightskyblue,216,
lightskyblue,217,
lightskyblue,218,
lightskyblue,190,
lightskyblue,191,
lightskyblue,192,
lightskyblue,193,
lightskyblue,194,
lightskyblue,195,
lightskyblue,196,
lightskyblue,197,
lightskyblue,198,
lightskyblue,199,
lightskyblue,200,
lightskyblue,201,
lightskyblue,202,
lightskyblue,203,
lightskyblue,175,
lightskyblue,176,
lightskyblue,177,
lightskyblue,178,
lightskyblue,179,
lightskyblue,180,
lightskyblue,181,
lightskyblue,182,
lightskyblue,183,
lightskyblue,184,
lightskyblue,185,
lightskyblue,186,
lightskyblue,187,
lightskyblue,188,
lightskyblue,160,
lightskyblue,161,
lightskyblue,162,
lightskyblue,163,
lightskyblue,164,
lightskyblue,165,
lightskyblue,166,
lightskyblue,167,
lightskyblue,168,
lightskyblue,169,
lightskyblue,170,
lightskyblue,171,
lightskyblue,172,
lightskyblue,173,
lightskyblue,145,
lightskyblue,146,
lightskyblue,147,
lightskyblue,148,
lightskyblue,149,
lightskyblue,150,
lightskyblue,151,
lightskyblue,152,
lightskyblue,153,
lightskyblue,154,
lightskyblue,155,
lightskyblue,156,
lightskyblue,157,
lightskyblue,158,
lightskyblue,130,
lightskyblue,131,
lightskyblue,132,
lightskyblue,133,
lightskyblue,134,
lightskyblue,135,
lightskyblue,136,
lightskyblue,137,
lightskyblue,138,
lightskyblue,139,
lightskyblue,140,
lightskyblue,141,
lightskyblue,142,
lightskyblue,143,
lightskyblue,115,
lightskyblue,116,
lightskyblue,117,
lightskyblue,118,
lightskyblue,119,
lightskyblue,120,
lightskyblue,121,
lightskyblue,122,
lightskyblue,123,
lightskyblue,124,
lightskyblue,125,
lightskyblue,126,
lightskyblue,127,
lightskyblue,128,
lightskyblue,100,
lightskyblue,101,
lightskyblue,102,
lightskyblue,103,
lightskyblue,104,
lightskyblue,105,
lightskyblue,106,
lightskyblue,107,
lightskyblue,108,
lightskyblue,109,
lightskyblue,110,
lightskyblue,111,
lightskyblue,112,
lightskyblue,113,
lightskyblue,85,
lightskyblue,86,
lightskyblue,87,
lightskyblue,88,
lightskyblue,89,
lightskyblue,90,
lightskyblue,91,
lightskyblue,92,
lightskyblue,93,
lightskyblue,94,
lightskyblue,95,
lightskyblue,96,
lightskyblue,97,
lightskyblue,98,
lightskyblue,70,
lightskyblue,71,
lightskyblue,72,
lightskyblue,73,
lightskyblue,74,
lightskyblue,75,
lightskyblue,76,
lightskyblue,77,
lightskyblue,78,
lightskyblue,79,
lightskyblue,80,
lightskyblue,81,
lightskyblue,82,
lightskyblue,83,
lightskyblue,39,
lightskyblue,44,
lightskyblue,39,
lightskyblue,45,
lightskyblue,39,
lightskyblue,49,
lightskyblue,41,
lightskyblue,42,
lightskyblue,42,
lightskyblue,47,
lightskyblue,42,
lightskyblue,48,
lightskyblue,42,
lightskyblue,43,
lightskyblue,41,
lightskyblue,44,
lightskyblue,43,
lightskyblue,44,
lightskyblue,41,
lightskyblue,45,
lightskyblue,45,
lightskyblue,46,
lightskyblue,45,
lightskyblue,48,
lightskyblue,43,
lightskyblue,46,
lightskyblue,44,
lightskyblue,46,
lightskyblue,41,
lightskyblue,47,
lightskyblue,48,
lightskyblue,50,
lightskyblue,41,
lightskyblue,49,
lightskyblue,42,
lightskyblue,49,
lightskyblue,44,
lightskyblue,49,
lightskyblue,49,
lightskyblue,51,
lightskyblue,40,
lightskyblue,50,
lightskyblue,46,
lightskyblue,51,
lightskyblue,51,
lightskyblue,52,
lightskyblue,43,
lightskyblue,52,
lightskyblue,15,
lightskyblue,16,
lightskyblue,17,
lightskyblue,35,
lightskyblue,18,
lightskyblue,22,
lightskyblue,24,
lightskyblue,29,
lightskyblue,31,
lightskyblue,18,
lightskyblue,19,
lightskyblue,20,
lightskyblue,21,
lightskyblue,32,
lightskyblue,21,
lightskyblue,23,
lightskyblue,27,
lightskyblue,38,
lightskyblue,15,
lightskyblue,22,
lightskyblue,23,
lightskyblue,28,
lightskyblue,33,
lightskyblue,16,
lightskyblue,24,
lightskyblue,25,
lightskyblue,26,
lightskyblue,25,
lightskyblue,27,
lightskyblue,28,
lightskyblue,36,
lightskyblue,19,
lightskyblue,29,
lightskyblue,20,
lightskyblue,26,
lightskyblue,30,
lightskyblue,17,
lightskyblue,31,
lightskyblue,32,
lightskyblue,33,
lightskyblue,34,
lightskyblue,30,
lightskyblue,35,
lightskyblue,34,
lightskyblue,36,
lightskyblue,37,
lightskyblue,37,
lightskyblue,38,
