Usage: maintenance <days> <planes> <mechanics> <cities> <visits> [<seed>]
p110.pddl, 60 190 1 3 5 7
p111.pddl, 60 190 1 3 5 8
p112.pddl, 60 190 1 3 6 1
p113.pddl, 60 190 1 3 6 2
p114.pddl, 60 190 1 3 6 3
p115.pddl, 60 190 1 3 6 4
p116.pddl, 60 190 1 3 6 6
p117.pddl, 60 190 1 3 6 7
p118.pddl, 60 190 1 3 6 8
p119.pddl, 60 190 1 3 7 1
p120.pddl, 60 190 1 3 7 2
p121.pddl, 60 190 1 3 7 3
p122.pddl, 60 190 1 3 7 4
p123.pddl, 60 190 1 3 7 6
p124.pddl, 60 190 1 3 7 7
p125.pddl, 60 190 1 3 7 8
p126.pddl, 60 210 1 3 5 1
p127.pddl, 60 210 1 3 5 2
p128.pddl, 60 210 1 3 5 3
p129.pddl, 60 210 1 3 5 4
p130.pddl, 60 210 1 3 5 6
p131.pddl, 60 210 1 3 5 7
p132.pddl, 60 210 1 3 5 8
p133.pddl, 60 210 1 3 6 1
p134.pddl, 60 210 1 3 6 2
p135.pddl, 60 210 1 3 6 3
p136.pddl, 60 210 1 3 6 4
p137.pddl, 60 210 1 3 6 6
p138.pddl, 60 210 1 3 6 7
p139.pddl, 60 210 1 3 6 8
p140.pddl, 60 210 1 3 7 1
p141.pddl, 60 210 1 3 7 2
p142.pddl, 60 210 1 3 7 3
p143.pddl, 60 210 1 3 7 4
p144.pddl, 60 210 1 3 7 6
p145.pddl, 60 210 1 3 7 7
p146.pddl, 60 210 1 3 7 8
p147.pddl, 60 230 1 3 5 1
p148.pddl, 60 230 1 3 5 2
p149.pddl, 60 230 1 3 5 3
p150.pddl, 60 230 1 3 5 4
p151.pddl, 60 230 1 3 5 6
p152.pddl, 60 230 1 3 5 7
p153.pddl, 60 230 1 3 5 8
p154.pddl, 60 230 1 3 6 1
p155.pddl, 60 230 1 3 6 2
p156.pddl, 60 230 1 3 6 3
p157.pddl, 60 230 1 3 6 4
p158.pddl, 60 230 1 3 6 6
p159.pddl, 60 230 1 3 6 7
p160.pddl, 60 230 1 3 6 8
p161.pddl, 60 230 1 3 7 1
p162.pddl, 60 230 1 3 7 2
p163.pddl, 60 230 1 3 7 3
p164.pddl, 60 230 1 3 7 4
p165.pddl, 60 230 1 3 7 6
p166.pddl, 60 230 1 3 7 7
p167.pddl, 60 230 1 3 7 8
p168.pddl, 90 270 1 3 5 1
p169.pddl, 90 270 1 3 5 2
p170.pddl, 90 270 1 3 5 3
p171.pddl, 90 270 1 3 5 4
p172.pddl, 90 270 1 3 5 6
p173.pddl, 90 270 1 3 5 7
p174.pddl, 90 270 1 3 5 8
p175.pddl, 90 270 1 3 6 1
p176.pddl, 90 270 1 3 6 2
p177.pddl, 90 270 1 3 6 3
p178.pddl, 90 270 1 3 6 4
p179.pddl, 90 270 1 3 6 6
p180.pddl, 90 270 1 3 6 7
p181.pddl, 90 270 1 3 6 8
p182.pddl, 90 270 1 3 7 1
p183.pddl, 90 270 1 3 7 2
p184.pddl, 90 270 1 3 7 3
p185.pddl, 90 270 1 3 7 4
p186.pddl, 90 270 1 3 7 6
p187.pddl, 90 270 1 3 7 7
p188.pddl, 90 270 1 3 7 8
p189.pddl, 90 280 1 3 5 1
p190.pddl, 90 280 1 3 5 2
p191.pddl, 90 280 1 3 5 3
p192.pddl, 90 280 1 3 5 4
p193.pddl, 90 280 1 3 5 6
p194.pddl, 90 280 1 3 5 7
p195.pddl, 90 280 1 3 5 8
p196.pddl, 90 280 1 3 6 1
p197.pddl, 90 280 1 3 6 2
p198.pddl, 90 280 1 3 6 3
p199.pddl, 90 280 1 3 6 4
p200.pddl, 90 280 1 3 6 6
p201.pddl, 90 280 1 3 6 7
p202.pddl, 90 280 1 3 6 8
p203.pddl, 90 280 1 3 7 1
p204.pddl, 90 280 1 3 7 2
p205.pddl, 90 280 1 3 7 3
p206.pddl, 90 280 1 3 7 4
p207.pddl, 90 280 1 3 7 6
p208.pddl, 90 280 1 3 7 7
p209.pddl, 90 280 1 3 7 8
p210.pddl, 90 300 1 3 5 1
p211.pddl, 90 300 1 3 5 2
p212.pddl, 90 300 1 3 5 3
p213.pddl, 90 300 1 3 5 4
p214.pddl, 90 300 1 3 5 6
p215.pddl, 90 300 1 3 5 7
p216.pddl, 90 300 1 3 5 8
p217.pddl, 90 300 1 3 6 1
p218.pddl, 90 300 1 3 6 2
p219.pddl, 90 300 1 3 6 3
p220.pddl, 90 300 1 3 6 4
p221.pddl, 90 300 1 3 6 6
p222.pddl, 90 300 1 3 6 7
p223.pddl, 90 300 1 3 6 8
p224.pddl, 90 300 1 3 7 1
p225.pddl, 90 300 1 3 7 2
p226.pddl, 90 300 1 3 7 3
p227.pddl, 90 300 1 3 7 4
p228.pddl, 90 300 1 3 7 6
p229.pddl, 90 300 1 3 7 7
p230.pddl, 90 300 1 3 7 8
p231.pddl, 90 320 1 3 5 1
p232.pddl, 90 320 1 3 5 2
p233.pddl, 90 320 1 3 5 3
p234.pddl, 90 320 1 3 5 4
p235.pddl, 90 320 1 3 5 6
p236.pddl, 90 320 1 3 5 7
p237.pddl, 90 320 1 3 5 8
p238.pddl, 90 320 1 3 6 1
p239.pddl, 90 320 1 3 6 2
p240.pddl, 90 320 1 3 6 3
p241.pddl, 90 320 1 3 6 4
p242.pddl, 90 320 1 3 6 6
p243.pddl, 90 320 1 3 6 7
p244.pddl, 90 320 1 3 6 8
p245.pddl, 90 320 1 3 7 1
p246.pddl, 90 320 1 3 7 2
p247.pddl, 90 320 1 3 7 3
p248.pddl, 90 320 1 3 7 4
p249.pddl, 90 320 1 3 7 6
p250.pddl, 90 320 1 3 7 7
p251.pddl, 90 320 1 3 7 8
p252.pddl, 120 360 1 3 5 1
p253.pddl, 120 360 1 3 5 2
p254.pddl, 120 360 1 3 5 3
p255.pddl, 120 360 1 3 5 4
p256.pddl, 120 360 1 3 5 6
p257.pddl, 120 360 1 3 5 7
p258.pddl, 120 360 1 3 5 8
p259.pddl, 120 360 1 3 6 1
p260.pddl, 120 360 1 3 6 2
p261.pddl, 120 360 1 3 6 3
p262.pddl, 120 360 1 3 6 4
p263.pddl, 120 360 1 3 6 6
p264.pddl, 120 360 1 3 6 7
p265.pddl, 120 360 1 3 6 8
p266.pddl, 120 360 1 3 7 1
p267.pddl, 120 360 1 3 7 2
p268.pddl, 120 360 1 3 7 3
p269.pddl, 120 360 1 3 7 4
p270.pddl, 120 360 1 3 7 6
p271.pddl, 120 360 1 3 7 7
p272.pddl, 120 360 1 3 7 8
p273.pddl, 120 370 1 3 5 1
p274.pddl, 120 370 1 3 5 2
p275.pddl, 120 370 1 3 5 3
p276.pddl, 120 370 1 3 5 4
p277.pddl, 120 370 1 3 5 6
p278.pddl, 120 370 1 3 5 7
p279.pddl, 120 370 1 3 5 8
p280.pddl, 120 370 1 3 6 1
p281.pddl, 120 370 1 3 6 2
p282.pddl, 120 370 1 3 6 3
p283.pddl, 120 370 1 3 6 4
p284.pddl, 120 370 1 3 6 6
p285.pddl, 120 370 1 3 6 7
p286.pddl, 120 370 1 3 6 8
p287.pddl, 120 370 1 3 7 1
p288.pddl, 120 370 1 3 7 2
p289.pddl, 120 370 1 3 7 3
p290.pddl, 120 370 1 3 7 4
p291.pddl, 120 370 1 3 7 6
p292.pddl, 120 370 1 3 7 7
p293.pddl, 120 370 1 3 7 8
p294.pddl, 120 390 1 3 5 1
p295.pddl, 120 390 1 3 5 2
p296.pddl, 120 390 1 3 5 3
p297.pddl, 120 390 1 3 5 4
p298.pddl, 120 390 1 3 5 6
p299.pddl, 120 390 1 3 5 7
p300.pddl, 120 390 1 3 5 8
p301.pddl, 120 390 1 3 6 1
p302.pddl, 120 390 1 3 6 2
p303.pddl, 120 390 1 3 6 3
p304.pddl, 120 390 1 3 6 4
p305.pddl, 120 390 1 3 6 6
p306.pddl, 120 390 1 3 6 7
p307.pddl, 120 390 1 3 6 8
p308.pddl, 120 390 1 3 7 1
